321567,1566907,40936
309146,1590171,41799
308676,1616761,42889
309114,1640682,44096
308634,1661394,45207
313947,1664176,45705
311702,1680479,46464
293688,1709540,46901
298923,1713196,47263
264905,1757713,48997
272289,1778319,50010
260371,1797648,50876
259654,1813894,51713
259657,1826161,51873
254503,1840970,52296
241593,1859936,53127
228491,1881933,53619
81408,2043773,54498
223178,1915501,55883
233143,1917964,56286
228877,1938929,57105
228450,1940046,57163
207136,1967132,58059
